director	title	release_date	rating	reviews	time_mins	is_film
Henry King	The Mainspring	17 August 1917	NA	NA	0	FALSE
Henry King	Souls in Pawn	6 August 1917	NA	NA	0	FALSE
Henry King	Sunshine and Gold	29 April 1917	NA	NA	0	FALSE
Henry King	Vengeance of the Dead	5 April 1917	NA	NA	0	FALSE
Henry King	Told at Twilight	25 March 1917	NA	NA	50	FALSE
Henry King	Scepter of Suspicion	4 February 1917	NA	NA	0	FALSE
Henry King	Twin Kiddies	28 January 1917	NA	NA	0	FALSE
Henry King	Joy and the Dragon	31 December 1916	NA	NA	0	FALSE
Henry King	Shadows and Sunshine	12 November 1916	NA	NA	0	FALSE
Henry King	Faith's Reward	25 August 1916	NA	NA	0	FALSE
Henry King	Pay Dirt	18 June 1916	NA	NA	0	FALSE
Henry King	The Oath of Hate	5 May 1916	NA	NA	0	FALSE
Henry King	When Might Is Right	21 April 1916	NA	NA	0	FALSE
Henry King	Little Mary Sunshine	3 March 1916	7	17	46	FALSE
Henry King	Should a Wife Forgive?	8 November 1915	NA	NA	0	FALSE
Henry King	The Nemesis	1 May 1915	NA	NA	0	FALSE
Henry King	Who Pays?	March 1915	6.7	13	0	FALSE
Gregory La Cava	One Touch of Venus	August 1948	6.8	821	82	TRUE
Gregory La Cava	Living in a Big Way	1 November 1948Sweden	6.2	236	104	TRUE
Gregory La Cava	Lady in a Jam	19 June 1942	6.9	70	78	FALSE
Gregory La Cava	Unfinished Business	27 August 1941	6.7	149	96	TRUE
Gregory La Cava	Primrose Path	22 March 1940	7.1	695	93	TRUE
Gregory La Cava	5th Ave Girl	22 September 1939	7	680	83	TRUE
Gregory La Cava	Stage Door	8 October 1937	7.8	5059	92	TRUE
Gregory La Cava	My Man Godfrey	17 September 1936	8.1	13867	94	TRUE
Gregory La Cava	She Married Her Boss	19 September 1935	6.7	351	85	TRUE
Gregory La Cava	Private Worlds	19 April 1935	6.8	129	84	TRUE
Gregory La Cava	What Every Woman Knows	19 October 1934	6.9	210	89	TRUE
Gregory La Cava	The Affairs of Cellini	24 August 1934	6.1	220	80	TRUE
Gregory La Cava	Gallant Lady	5 January 1934	7.2	52	84	TRUE
Gregory La Cava	Bed of Roses	14 July 1933	6.6	438	67	FALSE
Gregory La Cava	Gabriel Over the White House	31 March 1933	6.5	737	86	TRUE
Gregory La Cava	The Half Naked Truth	16 December 1932	6.5	333	77	FALSE
Gregory La Cava	The Age of Consent	19 August 1932	6	212	63	FALSE
Gregory La Cava	Symphony of Six Million	29 April 1932	6.3	236	94	TRUE
Gregory La Cava	Smart Woman	12 September 1931	6.6	191	68	FALSE
Gregory La Cava	Laugh and Get Rich	20 April 1931	5.9	117	72	FALSE
Gregory La Cava	His First Command	28 December 1929	5.2	11	65	FALSE
Gregory La Cava	Big News	7 September 1929	5.9	84	75	FALSE
Gregory La Cava	Saturday's Children	24 February 1930Finland	NA	NA	90	TRUE
Gregory La Cava	Feel My Pulse	26 February 1928	6.9	85	63	FALSE
Gregory La Cava	Half a Bride	1928	6.2	16	67	FALSE
Gregory La Cava	The Gay Defender	10 December 1927	NA	NA	70	FALSE
Gregory La Cava	Tell It to Sweeney	24 September 1927	6.2	5	60	FALSE
Gregory La Cava	Running Wild	11 June 1927	7.1	127	68	FALSE
Gregory La Cava	Paradise for Two	23 January 1927	NA	NA	70	FALSE
Gregory La Cava	So's Your Old Man	25 October 1926	6.5	106	67	FALSE
Gregory La Cava	Say It Again	31 May 1926	NA	NA	80	TRUE
Gregory La Cava	Let's Get Married	1 March 1926	7.1	14	70	FALSE
Gregory La Cava	Womanhandled	28 December 1925	6.6	32	70	FALSE
Gregory La Cava	The New School Teacher	1 June 1924	NA	NA	52	FALSE
Gregory La Cava	Restless Wives	6 January 1924	NA	NA	0	FALSE
Gregory La Cava	Beware of the Dog	NA	NA	NA	0	FALSE
Gregory La Cava	The Life of Reilly	October 1923	NA	NA	0	FALSE
Gregory La Cava	The Fiddling Fool	12 August 1923	NA	NA	0	FALSE
Gregory La Cava	Wild and Wicked	15 July 1923	NA	NA	0	FALSE
Gregory La Cava	Helpful Hogan	17 June 1923	NA	NA	0	FALSE
Gregory La Cava	So This Is Hamlet?	20 May 1923	NA	NA	0	FALSE
Gregory La Cava	The Pill Pounder	22 April 1923	NA	NA	0	FALSE
Gregory La Cava	The Busybody	25 March 1923	NA	NA	0	FALSE
Gregory La Cava	The Four Orphans	28 January 1923	NA	NA	0	FALSE
Gregory La Cava	A Social Error	31 December 1922	NA	NA	0	FALSE
Gregory La Cava	Faint Hearts	3 December 1922	NA	NA	0	FALSE
Gregory La Cava	His Nibs	22 October 1921	6.8	13	0	FALSE
Gregory La Cava	Fatherly Love	3 January 1921	NA	NA	0	FALSE
Gregory La Cava	In Oil	23 December 1920	NA	NA	0	FALSE
Gregory La Cava	Judge Rummy in Bear Facts	10 December 1920	NA	NA	0	FALSE
Gregory La Cava	A Romance of '76	22 November 1920	NA	NA	0	FALSE
Gregory La Cava	A Doity Deed	25 October 1920	NA	NA	0	FALSE
Gregory La Cava	Cupid's Advice	11 August 1920	NA	NA	0	FALSE
Gregory La Cava	His Country Cousin	3 July 1920	NA	NA	0	FALSE
Gregory La Cava	The Dummy	27 June 1920	NA	NA	0	FALSE
Gregory La Cava	All for the Love of a Girl	18 June 1920	NA	NA	0	FALSE
Gregory La Cava	One Good Turn Deserves Another	17 June 1920	NA	NA	0	FALSE
Gregory La Cava	Smokey Smokes (and) Lampoons	6 June 1920	NA	NA	0	FALSE
Gregory La Cava	Kats Is Kats	4 June 1920	NA	NA	0	FALSE
Gregory La Cava	Turn to Right Leg	2 June 1920	NA	NA	0	FALSE
Gregory La Cava	The Mysterious Vamp	29 May 1920	NA	NA	0	FALSE
Gregory La Cava	Swinging His Vacation	14 May 1920	NA	NA	0	FALSE
Gregory La Cava	Spring Fever	21 April 1920	NA	NA	0	FALSE
Gregory La Cava	Knock on the Window, the Door Is a Jamb	17 April 1920	NA	NA	0	FALSE
Gregory La Cava	The Great Umbrella Mystery	17 April 1920	NA	NA	0	FALSE
Gregory La Cava	Sufficiency	23 December 1919	NA	NA	0	FALSE
Gregory La Cava	Business Is Business	23 November 1919	NA	NA	0	FALSE
Gregory La Cava	After the Ball	28 September 1919	NA	NA	0	FALSE
Gregory La Cava	Jungle Jumble	7 September 1919	NA	NA	0	FALSE
Gregory La Cava	Good Night, Nurse	24 August 1919	NA	NA	0	FALSE
Gregory La Cava	The Great Handicap	24 August 1919	NA	NA	0	FALSE
Gregory La Cava	Transatlantic Flight	20 July 1919	NA	NA	0	FALSE
Gregory La Cava	A Wee Bit o' Scotch	29 June 1919	NA	NA	0	FALSE
Gregory La Cava	The Breath of a Nation	29 June 1919	6.6	98	6	FALSE
Gregory La Cava	The Sawdust Trail	22 June 1919	NA	NA	0	FALSE
Gregory La Cava	The Tale of a Shirt	22 June 1919	NA	NA	0	FALSE
Gregory La Cava	Rubbing It In	5 May 1919	NA	NA	0	FALSE
Gregory La Cava	Knocking the 'H' Out of Heinie	28 April 1919	NA	NA	0	FALSE
Gregory La Cava	A Sweet Pickle	21 April 1919	NA	NA	0	FALSE
Gregory La Cava	Twinkle Twinkle	14 April 1919	NA	NA	0	FALSE
Gregory La Cava	That Reminds Me	April 1919	NA	NA	0	FALSE
Gregory La Cava	Where Are the Papers	31 March 1919	NA	NA	0	FALSE
Gregory La Cava	Smash-Up in China	24 March 1919	NA	NA	0	FALSE
Gregory La Cava	Snappy Cheese	24 March 1919	NA	NA	0	FALSE
Gregory La Cava	Judge Rummy's Miscue	17 March 1919	NA	NA	0	FALSE
Gregory La Cava	Der Wash On Der Line	January 1919	NA	NA	0	FALSE
Gregory La Cava	It Beats the Dutch	1919	NA	NA	0	FALSE
Gregory La Cava	A Tough Pull	NA	NA	NA	0	FALSE
Gregory La Cava	Hash and Hypnotism	October 1918	NA	NA	0	FALSE
Gregory La Cava	The Latest in Underwear	1 October 1918	NA	NA	0	FALSE
Gregory La Cava	A Bold Bad Man	2 September 1918	NA	NA	0	FALSE
Gregory La Cava	War Gardens	26 August 1918	NA	NA	0	FALSE
Gregory La Cava	Judge Rummy's Off Day	19 August 1918	NA	NA	0	FALSE
Gregory La Cava	Tramp! Tramp! Tramp!	12 August 1918	NA	NA	0	FALSE
Gregory La Cava	His Dark Past	5 August 1918	NA	NA	0	FALSE
Gregory La Cava	Pep	29 July 1918	NA	NA	0	FALSE
Gregory La Cava	Mopping Up a Million	22 July 1918	NA	NA	0	FALSE
Gregory La Cava	A Heathen Benefit	15 July 1918	NA	NA	0	FALSE
Gregory La Cava	A Picnic for Two	8 July 1918	NA	NA	0	FALSE
Gregory La Cava	Crabs Iss Crabs	1 July 1918	NA	NA	0	FALSE
Gregory La Cava	Third, Jiggs and the Social Lion	27 June 1918	NA	NA	0	FALSE
Gregory La Cava	The Best Man Loses	24 June 1918	NA	NA	0	FALSE
Gregory La Cava	Throwing the Bull	17 June 1918	NA	NA	0	FALSE
Gregory La Cava	Swat the Fly	10 June 1918	NA	NA	0	FALSE
Gregory La Cava	Fisherman's Luck	27 May 1918	NA	NA	0	FALSE
Gregory La Cava	Der Black Mitt	20 May 1918	NA	NA	0	FALSE
Gregory La Cava	Up in the Air	3 June 1918	NA	NA	0	FALSE
Gregory La Cava	His Last Will	13 May 1918	NA	NA	0	FALSE
Gregory La Cava	Der Two Twins	6 May 1918	NA	NA	0	FALSE
Gregory La Cava	Doing His Bit	29 April 1918	NA	NA	0	FALSE
Gregory La Cava	Vanity and Vengeance	22 April 1918	NA	NA	0	FALSE
Gregory La Cava	Spirits	10 March 1918	NA	NA	0	FALSE
Gregory La Cava	Too Many Cooks	3 March 1918	NA	NA	0	FALSE
Gregory La Cava	Burglars	24 February 1918	NA	NA	0	FALSE
Gregory La Cava	All for the Ladies	10 February 1918	NA	NA	0	FALSE
Gregory La Cava	Policy and Pie	3 February 1918	5.7	64	7	FALSE
Gregory La Cava	Rheumatics	27 January 1918	NA	NA	0	FALSE
Gregory La Cava	Rub-a-Dub-Dub	20 January 1918	NA	NA	0	FALSE
Gregory La Cava	Hearts and Horses	13 January 1918	NA	NA	0	FALSE
Gregory La Cava	Der Captain's Birthday	6 January 1918	NA	NA	0	FALSE
Gregory La Cava	A Tale of a Kangaroo	12 March 1922	NA	NA	0	FALSE
Gregory La Cava	The Spider and the Fly	NA	NA	NA	0	FALSE
Gregory La Cava	Peace and Quiet	30 December 1917	NA	NA	0	FALSE
Gregory La Cava	Fast and Furious	23 December 1917	4.6	10	0	FALSE
Gregory La Cava	Bullets and Bulls	8 December 1917	NA	NA	0	FALSE
Gregory La Cava	Der Last Straw	8 December 1917	NA	NA	0	FALSE
Gregory La Cava	Mysterious Yarn	8 December 1917	NA	NA	0	FALSE
Gregory La Cava	Tempest in a Paint Pot	8 December 1917	NA	NA	0	FALSE
Gregory La Cava	The Tale of a Monkey	25 November 1917	NA	NA	0	FALSE
Gregory La Cava	At the Circus	16 October 1917	NA	NA	0	FALSE
Gregory La Cava	At the Picnic	16 October 1917	NA	NA	0	FALSE
Gregory La Cava	By the Sand Sea Waves	16 October 1917	NA	NA	0	FALSE
Gregory La Cava	The Tales of a Fish	16 October 1917	NA	NA	0	FALSE
Gregory La Cava	Der End of Der Limit	14 October 1917	NA	NA	0	FALSE
Gregory La Cava	Happy Hooligan in Soft	7 October 1917	NA	NA	0	FALSE
Gregory La Cava	Abie Kabibble Outwitted His Rival	23 September 1917	NA	NA	0	FALSE
Gregory La Cava	The Tanks	16 September 1917	NA	NA	0	FALSE
Gregory La Cava	In the Zoo	9 September 1917	NA	NA	0	FALSE
Gregory La Cava	Happy Gets the Razoo	2 September 1917	NA	NA	0	FALSE
Gregory La Cava	Der Captain's Valet	25 August 1917	NA	NA	0	FALSE
Gregory La Cava	Der Captain Discovers the North Pole	8 August 1917	NA	NA	0	FALSE
Gregory La Cava	He Tries His Hand at Hypnotism	8 August 1917	NA	NA	0	FALSE
Gregory La Cava	White Hope	8 August 1917	NA	NA	0	FALSE
Gregory La Cava	Iska Worreh	5 August 1917	NA	NA	0	FALSE
Gregory La Cava	The Limburger Blows	17 June 1917	NA	NA	0	FALSE
Gregory La Cava	Around the World in Half an Hour	10 June 1917	NA	NA	0	FALSE
Gregory La Cava	20,000 Legs Under the Sea	9 June 1917	NA	NA	0	FALSE
Gregory La Cava	Music Hath Charms	7 June 1917	NA	NA	0	FALSE
Gregory La Cava	The Great Offensive	1 June 1917	NA	NA	0	FALSE
Gregory La Cava	Three Strikes You're Out	6 May 1917	NA	NA	0	FALSE
Gregory La Cava	A Hot Time in the Gym	26 April 1917	NA	NA	0	FALSE
Gregory La Cava	Der Captain Goes-a-Flivvering	26 April 1917	NA	NA	0	FALSE
Gregory La Cava	Sharks Is Sharks	26 April 1917	NA	NA	0	FALSE
Gregory La Cava	The Great Hansom Cab Mystery	26 April 1917	NA	NA	0	FALSE
Gregory La Cava	The New Recruit	26 April 1917	NA	NA	0	FALSE
Gregory La Cava	Robbers and Thieves	12 April 1917	NA	NA	0	FALSE
Gregory La Cava	Happy Hooligan, Double-Cross Nurse	25 March 1917	4.7	9	0	FALSE
Gregory La Cava	Der Captain Is Examined for Insurance	11 February 1917	NA	NA	0	FALSE
Gregory La Cava	A Tankless Job	21 January 1917	NA	NA	0	FALSE
Gregory La Cava	Ananias Has Nothing on Hooligan	20 January 1917	NA	NA	0	FALSE
Gregory La Cava	Der Great Bear Hunt	8 January 1917	NA	NA	0	FALSE
Gregory La Cava	Adventures of Mr. Nobody Holme	NA	NA	NA	0	FALSE
Gregory La Cava	Der Captain's Magic Act	NA	NA	NA	0	FALSE
Gregory La Cava	Just Like a Woman	14 December 1916	NA	NA	0	FALSE
Gregory La Cava	Captain Goes a-Swimming	11 December 1916	NA	NA	0	FALSE
Gregory La Cava	Father Gets Into the Movies	21 November 1916	NA	NA	0	FALSE
Gregory La Cava	Jerry Ships a Circus	13 November 1916	NA	NA	0	FALSE
Gregory La Cava	He Tries the Movies Again	9 October 1916	NA	NA	0	FALSE
Gregory La Cava	Round and Round Again	2 October 1916	NA	NA	0	FALSE
Gregory La Cava	Maud the Educated Mule	3 July 1916	NA	NA	0	FALSE
Gregory La Cava	A Quiet Day in the Country	5 June 1916	NA	NA	0	FALSE
Gregory La Cava	Krazy and Ignatz Discuss the Letter 'G'	25 February 1916	5.3	18	0	FALSE
Gregory La Cava	Poor Si Keeler	4 February 1916	NA	NA	0	FALSE
Gregory La Cava	Bang Go the Rifles	24 January 1916	NA	NA	0	FALSE
Mike Leigh	Mr. Turner	31 October 2014UK	7	2842	150	TRUE
Mike Leigh	A Running Jump	24 June 2012UK	6.1	114	35	FALSE
Mike Leigh	Another Year	5 November 2010UK	7.3	20984	129	TRUE
Mike Leigh	Happy-Go-Lucky	18 April 2008UK	7	28988	118	TRUE
Mike Leigh	Vera Drake	7 January 2005UK	7.7	18329	125	TRUE
Mike Leigh	All or Nothing	18 October 2002UK	7.6	7300	128	TRUE
Mike Leigh	Topsy-Turvy	14 January 2000	7.4	9065	160	TRUE
Mike Leigh	Career Girls	8 August 1997	7.1	3554	87	TRUE
Mike Leigh	Secrets & Lies	25 October 1996	8	24598	136	TRUE
Mike Leigh	Naked	February 1994	7.9	19557	131	TRUE
Mike Leigh	A Sense of History	NA	7.9	600	22	FALSE
Mike Leigh	Life Is Sweet	December 1991	7.4	5039	103	TRUE
Mike Leigh	The Short & Curlies	NA	6.7	450	17	FALSE
Mike Leigh	High Hopes	24 February 1989	7.4	2088	110	TRUE
Mike Leigh	Four Days in July	7 December 2004	6.9	156	96	TRUE
Mike Leigh	Meantime	23 July 1986	7.1	1464	102	TRUE
Mike Leigh	Five-Minute Films	NA	7	56	5	FALSE
Mike Leigh	Play for Today	NA	7.5	128	75	FALSE
Mike Leigh	BBC2 Playhouse	NA	6.7	39	0	FALSE
Mike Leigh	Second City Firsts	NA	NA	NA	30	FALSE
Mike Leigh	Scene	NA	8.2	5	24	FALSE
Mike Leigh	Bleak Moments	1971UK	7.2	611	111	TRUE
Robert Z. Leonard	Kelly and Me	April 1957	6.7	50	86	TRUE
Robert Z. Leonard	Beautiful But Dangerous	21 October 1955Italy	5.5	115	107	TRUE
Robert Z. Leonard	The King's Thief	5 August 1955	5.8	345	78	FALSE
Robert Z. Leonard	Her Twelve Men	11 August 1954	6.3	219	91	TRUE
Robert Z. Leonard	The Great Diamond Robbery	29 January 1954	5.9	122	70	FALSE
Robert Z. Leonard	The Clown	16 January 1953	6.6	233	91	TRUE
Robert Z. Leonard	Everything I Have Is Yours	31 October 1952	6.3	112	92	TRUE
Robert Z. Leonard	Too Young to Kiss	7 April 1952Sweden	6.4	227	91	TRUE
Robert Z. Leonard	Grounds for Marriage	19 January 1951	6.1	107	90	TRUE
Robert Z. Leonard	Duchess of Idaho	14 July 1950	6.3	285	98	TRUE
Robert Z. Leonard	Nancy Goes to Rio	10 March 1950	6.6	275	100	TRUE
Robert Z. Leonard	In the Good Old Summertime	29 July 1949	7.2	2188	102	TRUE
Robert Z. Leonard	The Bribe	25 August 1949Australia	6.7	930	98	TRUE
Robert Z. Leonard	B.F.'s Daughter	2 April 1948	6.2	371	108	TRUE
Robert Z. Leonard	Cynthia	29 August 1947	6.2	298	98	TRUE
Robert Z. Leonard	The Secret Heart	25 December 1946	6.6	332	97	TRUE
Robert Z. Leonard	Week-End at the Waldorf	October 1945	6.7	643	130	TRUE
Robert Z. Leonard	Marriage Is a Private Affair	23 August 1944	5.7	175	116	TRUE
Robert Z. Leonard	The Man from Down Under	4 August 1943	6.3	117	103	TRUE
Robert Z. Leonard	Stand by for Action	14 February 1944Sweden	6.6	436	109	TRUE
Robert Z. Leonard	We Were Dancing	8 February 1943Sweden	6.2	207	95	TRUE
Robert Z. Leonard	When Ladies Meet	29 August 1941	6.1	623	105	TRUE
Robert Z. Leonard	Ziegfeld Girl	25 April 1941	6.9	1610	132	TRUE
Robert Z. Leonard	Third Finger, Left Hand	11 October 1940	6.8	435	96	TRUE
Robert Z. Leonard	Pride and Prejudice	26 July 1940	7.5	5319	118	TRUE
Robert Z. Leonard	New Moon	28 June 1940	7	346	105	TRUE
Robert Z. Leonard	Broadway Serenade	7 April 1939	6	121	114	TRUE
Robert Z. Leonard	Sweethearts	30 December 1938	6.5	395	114	TRUE
Robert Z. Leonard	The Girl of the Golden West	18 March 1938	6.9	258	121	TRUE
Robert Z. Leonard	The Firefly	5 November 1937	7.2	228	131	TRUE
Robert Z. Leonard	Maytime	26 March 1937	7.5	657	132	TRUE
Robert Z. Leonard	Piccadilly Jim	14 August 1936	6.9	191	95	TRUE
Robert Z. Leonard	Small Town Girl	10 April 1936	6.7	496	106	TRUE
Robert Z. Leonard	The Great Ziegfeld	8 April 1936	6.9	4113	176	TRUE
Robert Z. Leonard	A Tale of Two Cities	25 December 1935	7.9	3533	128	TRUE
Robert Z. Leonard	Escapade	6 July 1935	7.3	27	92	TRUE
Robert Z. Leonard	Naughty Marietta	29 March 1935	7	721	105	TRUE
Robert Z. Leonard	After Office Hours	22 February 1935	6.3	384	72	FALSE
Robert Z. Leonard	Outcast Lady	28 September 1934	5.4	70	77	FALSE
Robert Z. Leonard	Dancing Lady	24 November 1933	6.7	1217	92	TRUE
Robert Z. Leonard	When Ladies Meet	23 June 1933	6.8	459	85	TRUE
Robert Z. Leonard	Peg o' My Heart	26 May 1933	8.3	1041	87	TRUE
Robert Z. Leonard	The Son-Daughter	23 December 1932	6	83	79	FALSE
Robert Z. Leonard	Strange Interlude	15 July 1932	5.9	375	109	TRUE
Robert Z. Leonard	Lovers Courageous	23 January 1932	6.3	97	77	FALSE
Robert Z. Leonard	Susan Lenox <Her Fall and Rise>	10 October 1931	6.5	642	76	FALSE
Robert Z. Leonard	Five and Ten	13 June 1931	8.4	895	89	TRUE
Robert Z. Leonard	It's a Wise Child	11 April 1931	8.1	24	83	TRUE
Robert Z. Leonard	The Bachelor Father	10 January 1931	7.8	835	90	TRUE
Robert Z. Leonard	Let Us Be Gay	9 August 1930	6.5	266	79	FALSE
Robert Z. Leonard	In Gay Madrid	17 May 1930	5.1	53	82	TRUE
Robert Z. Leonard	The Divorcee	19 April 1930	6.9	1619	84	TRUE
Robert Z. Leonard	Marianne	23 July 1931Portugal	8	268	0	FALSE
Robert Z. Leonard	Marianne	24 August 1929	8.3	930	111	TRUE
Robert Z. Leonard	The Five O'Clock Girl	NA	7.9	7	0	FALSE
Robert Z. Leonard	A Lady of Chance	1 December 1928	7	268	78	FALSE
Robert Z. Leonard	The Cardboard Lover	2 September 1928	8.4	644	50	FALSE
Robert Z. Leonard	Baby Mine	8 January 1928	NA	NA	60	FALSE
Robert Z. Leonard	Tea for Three	29 October 1927	NA	NA	70	FALSE
Robert Z. Leonard	Adam and Evil	27 August 1927	3.7	14	70	FALSE
Robert Z. Leonard	The Demi-Bride	19 February 1927	NA	NA	0	FALSE
Robert Z. Leonard	A Little Journey	1 January 1927	NA	NA	64	FALSE
Robert Z. Leonard	The Waning Sex	5 September 1926	7.4	5	70	FALSE
Robert Z. Leonard	Mademoiselle Modiste	21 March 1926	NA	NA	70	FALSE
Robert Z. Leonard	Dance Madness	4 January 1926	NA	NA	70	FALSE
Robert Z. Leonard	Bright Lights	15 November 1925	NA	NA	70	FALSE
Robert Z. Leonard	Time, the Comedian	8 November 1925	NA	NA	50	FALSE
Robert Z. Leonard	Cheaper to Marry	9 February 1925	NA	NA	70	FALSE
Robert Z. Leonard	Love's Wilderness	14 December 1924	NA	NA	70	FALSE
Robert Z. Leonard	Circe, the Enchantress	6 October 1924	5.4	8	74	FALSE
Robert Z. Leonard	Mademoiselle Midnight	14 April 1924	7.8	21	70	FALSE
Robert Z. Leonard	Fashion Row	3 December 1923	NA	NA	70	FALSE
Robert Z. Leonard	The French Doll	3 September 1923	NA	NA	70	FALSE
Robert Z. Leonard	Jazzmania	12 February 1923	NA	NA	80	TRUE
Robert Z. Leonard	Broadway Rose	25 September 1922	NA	NA	60	FALSE
Robert Z. Leonard	Fascination	10 April 1922	NA	NA	80	TRUE
Robert Z. Leonard	Peacock Alley	23 January 1922	NA	NA	80	TRUE
Robert Z. Leonard	Heedless Moths	3 June 1921	NA	NA	60	FALSE
Robert Z. Leonard	The Gilded Lily	6 March 1921	NA	NA	70	FALSE
Robert Z. Leonard	The Restless Sex	12 September 1920	8.7	9	0	FALSE
Robert Z. Leonard	April Folly	21 March 1920	NA	NA	0	FALSE
Robert Z. Leonard	Stronger Than Death	11 January 1920	6.3	13	70	FALSE
Robert Z. Leonard	The Miracle of Love	23 November 1919	NA	NA	0	FALSE
Robert Z. Leonard	The Way of a Woman	27 July 1919	NA	NA	60	FALSE
Robert Z. Leonard	Big Little Person	May 1919	NA	NA	0	FALSE
Robert Z. Leonard	What Am I Bid?	14 April 1919	NA	NA	0	FALSE
Robert Z. Leonard	The Delicious Little Devil	May 1919	7.2	646	63	FALSE
Robert Z. Leonard	The Scarlet Shadow	10 March 1919	NA	NA	0	FALSE
Robert Z. Leonard	Danger, Go Slow	16 December 1918	NA	NA	60	FALSE
Robert Z. Leonard	Modern Love	14 September 1918	NA	NA	0	FALSE
Robert Z. Leonard	Her Body in Bond	16 June 1918	NA	NA	60	FALSE
Robert Z. Leonard	The Bride's Awakening	5 May 1918	NA	NA	60	FALSE
Robert Z. Leonard	Face Value	19 January 1918	NA	NA	50	FALSE
Robert Z. Leonard	Princess Virtue	28 October 1917	NA	NA	60	FALSE
Robert Z. Leonard	The Punishment	15 July 1917	NA	NA	0	FALSE
Robert Z. Leonard	At First Sight	2 July 1917	4	5	0	FALSE
Robert Z. Leonard	The Primrose Ring	7 May 1917	NA	NA	0	FALSE
Robert Z. Leonard	The Forest Nymph	24 April 1917	NA	NA	0	FALSE
Robert Z. Leonard	A Mormon Maid	22 April 1917	6.6	48	50	FALSE
Robert Z. Leonard	Please Be My Wife	3 April 1917	NA	NA	10	FALSE
Robert Z. Leonard	Racing Death	17 March 1917	NA	NA	0	FALSE
Robert Z. Leonard	The Human Flame	8 March 1917	NA	NA	0	FALSE
Robert Z. Leonard	On Record	22 February 1917	NA	NA	0	FALSE
Robert Z. Leonard	The Sin Unatoned	21 February 1917	NA	NA	0	FALSE
Robert Z. Leonard	Robinson Crusoe	18 February 1917	NA	NA	0	FALSE
Robert Z. Leonard	Life's Pendulum	4 February 1917	NA	NA	0	FALSE
Robert Z. Leonard	The Diamond Thieves	1 February 1917	NA	NA	0	FALSE
Robert Z. Leonard	The Eagle's Wings	4 December 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Plow Girl	13 November 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Evidence	10 November 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Unfinished Case	9 October 1916	NA	NA	0	FALSE
Robert Z. Leonard	Little Eve Edgarton	21 August 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Love Girl	10 July 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Silent Man of Timber Gulch	30 May 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Woman Who Followed Me	23 May 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Crippled Hand	1 May 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Winning of Miss Construe	7 March 1916	NA	NA	0	FALSE
Robert Z. Leonard	Yust from Sweden	8 February 1916	NA	NA	0	FALSE
Robert Z. Leonard	Secret Love	31 January 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Silent Member	18 January 1916	NA	NA	0	FALSE
Robert Z. Leonard	The Boob's Victory	11 January 1916	NA	NA	0	FALSE
Robert Z. Leonard	Christmas Memories	21 December 1915	NA	NA	0	FALSE
Robert Z. Leonard	Idols of Clay	7 December 1915	NA	NA	0	FALSE
Robert Z. Leonard	Judge Not; or The Woman of Mona Diggings	27 September 1915	NA	NA	60	FALSE
Robert Z. Leonard	Both Sides of Life	9 September 1915	NA	NA	0	FALSE
Robert Z. Leonard	The Little Blonde in Black	19 August 1915	NA	NA	0	FALSE
Robert Z. Leonard	Heritage	29 July 1915	NA	NA	0	FALSE
Robert Z. Leonard	Betty's Dream Hero	7 July 1915	NA	NA	0	FALSE
Robert Z. Leonard	A Boob's Romance	23 June 1915	NA	NA	0	FALSE
Robert Z. Leonard	The Silent Command	2 June 1915	NA	NA	0	FALSE
Robert Z. Leonard	Shattered Memories	25 May 1915	NA	NA	0	FALSE
Robert Z. Leonard	Mavis of the Glen	21 April 1915	NA	NA	0	FALSE
Robert Z. Leonard	The Master Key	16 November 1914	NA	NA	0	FALSE
Robert Z. Leonard	The Boob's Legacy	1 October 1914	NA	NA	0	FALSE
Robert Z. Leonard	The Mistress of Deadwood Basin	17 September 1914	NA	NA	0	FALSE
Robert Z. Leonard	The Boob's Nemesis	6 September 1914	NA	NA	0	FALSE
Robert Z. Leonard	For the Secret Service	27 August 1914	NA	NA	0	FALSE
Robert Z. Leonard	The Bowl of Roses	20 August 1914	NA	NA	0	FALSE
Robert Z. Leonard	When Fate Disposes	9 July 1914	NA	NA	0	FALSE
Robert Z. Leonard	The House Discordant	2 July 1914	NA	NA	20	FALSE
Robert Z. Leonard	The Sherlock Boob	21 June 1914	2.8	11	0	FALSE
Robert Z. Leonard	A Law Unto Himself	18 June 1914	NA	NA	0	FALSE
Robert Z. Leonard	Swede Larson	4 June 1914	NA	NA	0	FALSE
Robert Z. Leonard	Shadowed Lives	28 May 1914	NA	NA	0	FALSE
Robert Z. Leonard	A Boob There Was	17 May 1914	NA	NA	0	FALSE
Robert Z. Leonard	A Man, a Girl and Another Man	3 May 1914	NA	NA	0	FALSE
Robert Z. Leonard	Mountain Law	26 April 1914	NA	NA	0	FALSE
Robert Z. Leonard	A Boob Incognito	16 April 1914	NA	NA	0	FALSE
